section_id,killed,severely_injured,slightly_injured,source,risk_level,side,name,category,borough,is_road,suffix
"39460046","0","0","7","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Unter den Eichen /  Drakestraße /  Habelschwerdter Allee,I,Steglitz-Zehlendorf,"0",
"38460040","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Corrensplatz /  Garystraße /  Thielallee,III,Steglitz-Zehlendorf,"0",
"28420001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Neue Kreisstraße /  Bäkestraße,III,Steglitz-Zehlendorf,"0",
"43460008","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Steglitzer Damm /  Attilastraße /  Reutlinger Straße,II,Steglitz-Zehlendorf,"0",
"45460019","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Westphalweg /  Mariendorfer Damm /  Kaiserstraße,II,Tempelhof-Schöneberg,"0",
"44460004","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Gersdorfstraße /  Kaiserstraße,III,Tempelhof-Schöneberg,"0",
"44460009","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Rathausstraße /  Kaiserstraße,II,Tempelhof-Schöneberg,"0",
"38460025","0","2","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Unter den Eichen /  Dahlemer Weg /  Thielallee /  Berliner Straße,I,Steglitz-Zehlendorf,"0",
"57460013","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Oberspreestraße /  Ottomar-Geschke-Straße,II,Treptow-Köpenick,"0",
"44460005","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Gersdorfstraße /  Ringstraße,II,Tempelhof-Schöneberg,"0",
"48460001","0","0","4","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Buckower Damm /  Alt-Britz /  Britzer Damm /  Mohriner Allee,II,Neukölln,"0",
"53460053","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Sterndamm /  Winckelmannstraße,III,Treptow-Köpenick,"0",
"61460006","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Bölschestraße /  Müggelseedamm,III,Treptow-Köpenick,"0",
"57420037","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Grottewitzstraße /  Schulzendorfer Straße /  Buntzelstraße /  Waltersdorfer Straße,III,Treptow-Köpenick,"0",
"39460013","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Drakestraße /  Gardeschützenweg,II,Steglitz-Zehlendorf,"0",
"40460004","0","0","4","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Klingsorstraße /  Hindenburgdamm /  Augustastraße,II,Steglitz-Zehlendorf,"0",
"53450014","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Alter Segelfliegerdamm /  Segelfliegerdamm /  Walther-Huth-Straße,II,Treptow-Köpenick,"0",
"42450040","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Kaiser-Wilhelm-Straße /  Leonorenstraße /  Paul-Schneider-Straße,II,Steglitz-Zehlendorf,"0",
"40450004","0","2","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hindenburgdamm /  Bäkestraße /  Karwendelstraße,II,Steglitz-Zehlendorf,"0",
"36450013","0","1","6","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Clayallee /  Potsdamer Straße /  Berliner Straße /  Teltower Damm,I,Steglitz-Zehlendorf,"0",
"36450015","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Kleinaustraße /  Seehofstraße /  Berliner Straße,I,Steglitz-Zehlendorf,"0",
"36450046","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Martin-Buber-Straße /  Königstraße /  Potsdamer Straße /  Onkel-Tom-Straße,I,Steglitz-Zehlendorf,"0",
"56440025","0","1","10","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Glienicker Weg /  Köpenicker Straße /  Adlergestell,II,Treptow-Köpenick,"0",
"54440044","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Wegedornstraße /  Rudower Chaussee,III,Treptow-Köpenick,"0",
"56420076","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",B 96A (Süd) /  117 AD Treptow Einfahrt von B 96a (Nord),I,Treptow-Köpenick,"0",
"43440005","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Preysingstraße /  Haynauer Straße,III,Steglitz-Zehlendorf,"0",
"44440032","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Großbeerenstraße /  Karl-Theodor-Schmitz-Brücke,II,Tempelhof-Schöneberg,"0",
"55440016","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Max-Born-Straße /  Rudower Chaussee,III,Treptow-Köpenick,"0",
"53440036","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Straße am Flugplatz /  Eisenhutweg,III,Treptow-Köpenick,"0",
"37440029","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Dahlemer Weg /  Seehofstraße /  KGA Sonnenschein westl.Teil,III,Steglitz-Zehlendorf,"0",
"59470035","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Fürstenwalder Damm /  Müggelseedamm,II,Treptow-Köpenick,"0",
"37470020","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Garystraße /  Ihnestraße,IV,Steglitz-Zehlendorf,"0",
"59470001","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Salvador-Allende-Straße /  Friedrichshagener Straße,II,Treptow-Köpenick,"0",
"44470011","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Attilastraße /  Gersdorfstraße /  Röblingstraße,II,Tempelhof-Schöneberg,"0",
"52470002","0","0","6","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Johannisthaler Chaussee /  Königsheideweg,III,Treptow-Köpenick,"0",
"56420056","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",B 96A (Süd) /  Paradiesstraße,II,Treptow-Köpenick,"0",
"59470004","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Salvador-Allende-Straße /  Bellevuestraße /  Fürstenwalder Damm,II,Treptow-Köpenick,"0",
"58470011","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bahnhofstraße /  Friedrichshagener Straße,II,Treptow-Köpenick,"0",
"42470020","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Steglitzer Damm /  Halskestraße /  Munsterdamm,II,Steglitz-Zehlendorf,"0",
"40470049","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hindenburgdamm /  Gardeschützenweg /  Gelieustraße,II,Steglitz-Zehlendorf,"0",
"36470017","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Argentinische Allee /  Onkel-Tom-Straße,II,Steglitz-Zehlendorf,"0",
"37470012","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Garystraße /  Clayallee,II,Steglitz-Zehlendorf,"0",
"42470014","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Bismarckstraße /  Steglitzer Damm,II,Steglitz-Zehlendorf,"0",
"48470014","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Gradestraße /  Tempelhofer Weg,II,Neukölln,"0",
"48470006","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Blaschkoallee /  Gradestraße /  Britzer Damm,II,Neukölln,"0",
"47470005","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Gradestraße /  100 AS Gradestr Einfahrt v Gradestr,II,Tempelhof-Schöneberg,"0",
"46400024","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Lichtenrader Damm /  Paplitzer Straße /  Goltzstraße /  Im Domstift /  Kirchhainer Damm,II,Tempelhof-Schöneberg,"0",
"64420012","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Odernheimer Straße /  Alt-Müggelheim,II,Treptow-Köpenick,"0",
"53470036","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Sterndamm /  Südostallee /  Groß-Berliner Damm,II,Treptow-Köpenick,"0",
"54470002","0","2","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Fennstraße /  Britzer Straße /  Michael-Brückner-Straße,II,Treptow-Köpenick,"0",
"47470004","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Gradestraße /  100 AS Gradestr Ausfahrt n Gradestr,II,Tempelhof-Schöneberg,"0",
"44470046","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Rathausstraße /  Ullsteinstraße,II,Tempelhof-Schöneberg,"0",
"49470011","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Blaschkoallee /  Akazienwäldchen /  Späthstraße /  Buschkrugallee,II,Neukölln,"0",
"38470057","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Löhleinstraße /  Brümmerstraße /  Saargemünder Straße /  Ihnestraße /  Kehler Weg,IV,Steglitz-Zehlendorf,"0",
"61470028","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bölschestraße /  Fürstenwalder Damm /  Dahlwitzer Landstraße,II,Treptow-Köpenick,"0",
"61470030","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Kurpark Friedrichshagen /  Schöneicher Straße /  Dahlwitzer Landstraße,III,Treptow-Köpenick,"0",
"58470013","0","1","4","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Bahnhofstraße /  Seelenbinderstraße,II,Treptow-Köpenick,"0",
"40470008","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Carmerplatz /  Wolfensteindamm /  Birkbuschstraße,II,Steglitz-Zehlendorf,"0",
"57420036","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Buntzelstraße /  Richterstraße,III,Treptow-Köpenick,"0",
"57470001","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",An der Wuhlheide /  Spindlersfelder Straße,II,Treptow-Köpenick,"0",
"41470009","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Klingsorstraße /  Selerweg /  Neue Filandastraße /  Albrechtstraße,II,Steglitz-Zehlendorf,"0",
"57470003","0","3","6","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",An der Wuhlheide /  Rudolf-Rühl-Allee,II,Treptow-Köpenick,"0",
"37470014","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Hüttenweg /  Clayallee,II,Steglitz-Zehlendorf,"0",
"56470011","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",An der Wuhlheide /  Weiskopffstraße,II,Treptow-Köpenick,"0",
"40470020","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Grenzburgstraße /  Schloßstraße,I,Steglitz-Zehlendorf,"0",
"40470024","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",103 AS Schloßstr Ausfahrt n Schloßstr /  Wolfensteindamm /  103 AS Schloßstr Einfahrt v Schloßstr /  Schloßstraße,I,Steglitz-Zehlendorf,"0",
"40470017","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Wolfensteindamm /  103 AS Wolfensteindamm Einf v Wolfensteindamm /  Fronhoferstraße,II,Steglitz-Zehlendorf,"0",
"38470041","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Löhleinstraße /  Brümmerstraße /  Thielallee,III,Steglitz-Zehlendorf,"0",
"53470046","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Spreestraße /  Michael-Brückner-Straße,II,Treptow-Köpenick,"0",
"44420005","0","0","6","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","3","2",Motzener Straße /  Nahmitzer Damm /  Gutspark Marienfelde,II,Tempelhof-Schöneberg,"0",
"53470047","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Schnellerstraße /  Brückenstraße /  Michael-Brückner-Straße,II,Treptow-Köpenick,"0",
"46470001","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Industriestraße /  Gottlieb-Dunkel-Straße,III,Tempelhof-Schöneberg,"0",
"51470006","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Königsheideweg /  Baumschulenstraße /  Späthstraße,II,Treptow-Köpenick,"0",
"52480024","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Rixdorfer Straße /  Südostallee /  Kiefholzstraße,III,Treptow-Köpenick,"0",
"53480002","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Spreestraße /  Brückenstraße,II,Treptow-Köpenick,"0",
"28480024","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Kladower Damm /  Ritterfelddamm,II,Spandau,"0",
"40480002","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Albrechtstraße /  Schloßstraße /  Hermann-Ehlers-Platz /  Grunewaldstraße,II,Steglitz-Zehlendorf,"0",
"38480016","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Brümmerstraße /  Fabeckstraße,IV,Steglitz-Zehlendorf,"0",
"43480001","0","2","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Arnulfstraße /  Prellerweg /  Röblingstraße,II,Tempelhof-Schöneberg,"0",
"41480003","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Kuhligkshofstraße /  103 AS Schloßstr Ausfahrt n Schloßstr /  Düppelstraße /  Albrechtstraße,II,Steglitz-Zehlendorf,"0",
"57420042","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Bruno-Taut-Straße /  Richterstraße,III,Treptow-Köpenick,"0",
"46480001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Komturstraße /  Albrechtstraße /  Teilestraße /  Ordensmeisterstraße,III,Tempelhof-Schöneberg,"0",
"51480034","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Forsthausallee /  Baumschulenstraße,II,Treptow-Köpenick,"0",
"53480004","0","1","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Schnellerstraße /  Karlshorster Straße,II,Treptow-Köpenick,"0",
"47480004","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bergholzstraße /  Gottlieb-Dunkel-Straße /  Teilestraße,III,Tempelhof-Schöneberg,"0",
"49480022","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Sieversufer /  Buschkrugallee,II,Neukölln,"0",
"41480015","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Joachim-Tiburtius-Brücke /  Jeverstraße /  Filandastraße /  Bergstraße,II,Steglitz-Zehlendorf,"0",
"45470003","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Tempelhofer Damm /  Ordensmeisterstraße /  Friedrich-Karl-Straße,II,Tempelhof-Schöneberg,"0",
"46470002","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Schätzelbergstraße /  Industriestraße,III,Tempelhof-Schöneberg,"0",
"44470004","0","0","3","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Attilastraße /  Manteuffelstraße /  Arnulfstraße /  Alarichstraße,II,Tempelhof-Schöneberg,"0",
"40470030","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Kuhligkshofstraße /  Wrangelstraße /  Schloßstraße,II,Steglitz-Zehlendorf,"0",
"57420032","0","1","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Bruno-Taut-Straße /  Am Falkenberg,III,Treptow-Köpenick,"0",
"44470001","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Arnulfstraße /  Alboinstraße,II,Tempelhof-Schöneberg,"0",
"37470007","0","0","4","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","2","2",Argentinische Allee /  Clayallee /  Saargemünder Straße,II,Steglitz-Zehlendorf,"0",
"38470029","0","0","0","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","0","2",Thielallee /  Habelschwerdter Allee,III,Steglitz-Zehlendorf,"0",
"45470020","0","0","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Mariendorfer Damm /  Ullsteinstraße,II,Tempelhof-Schöneberg,"0",
"46470008","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Rixdorfer Straße /  Gradestraße /  Ullsteinstraße /  Gottlieb-Dunkel-Straße,II,Tempelhof-Schöneberg,"0",
"46470010","0","0","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Schätzelbergstraße /  Ullsteinstraße,II,Tempelhof-Schöneberg,"0",
"54470009","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Schnellerstraße /  Fennstraße,II,Treptow-Köpenick,"0",
"53470048","0","1","2","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",Sterndamm /  Michael-Brückner-Straße,II,Treptow-Köpenick,"0",
"50470029","0","1","1","Polizei Berlin: Unfälle mit Radfahrenden, Daten aus 2017-2018 und 
Unfallatlas, Statistische Ämter des Bundes und der Länder, Daten aus 2019","1","2",113 ZB Dresden AS Späthstraße Einf v Späthstr Ost /  113 ZB Dresden AS Späthstraße Ausf n Späthstr Ost /  A 113 BAB Autobahnzubringer Dresden /  Neue Späthstraße,I,Treptow-Köpenick,"0",
