ID,Adresse,Beschreibung,Nummer,Auch mit Gebühr,created,likes,Status,status_reason,position
541,"Adalbertstraße 96, 10999 Berlin",Hier gibt es zwar schon Bügel - aber die sind nicht ausreichend,12,False,2019-09-16T10:11:08+00:00,,report_verification,,"52.4999518326732,13.4182321315941"
542,"Hasenheide 3, 10967 Berlin",Hier braucht es noch mehr Bügel,12,False,2019-09-16T10:12:30+00:00,,report_verification,,"52.486577364324,13.4234737128953"
543,"Am Wriezener Bahnhof 1, 10243 Berlin","Hallo, wenn ich mit meinem Fahrrad zum Berghain Club möchte, dann war bisher nur die Möglichkeit gegeben mein Rad an Zäunen anzuschließen. Fahrradbügel wären da schöner und das Wildparken weniger. Danke",10,True,2019-09-16T10:37:00+00:00,,report_verification,,"52.5105747746273,13.4420192115724"
544,"Vdek, Askanischer Platz 1, Berlin, 10963","Hier sind Arztpraxen und ein Bistro. Außerdem der S-Bahnhof, an dem die Radbügel immer überfüllt sind.

Räder werden derzeit an Gitter wild angeschlossen:
https://www.mapillary.com/app/?lat=52.50520389997223&lng=13.381128900000022&z=18.2570124042399",12,False,2019-09-16T11:03:25+00:00,,report_verification,,"52.5048093041864,13.3814900211676"
545,"Friedenstraße 15, 10249 Berlin",Eingang zum Volkspark Friedrichshain,6,False,2019-09-16T11:30:03+00:00,,report_verification,,"52.5252322465456,13.4298302572442"
546,"Friedenstraße 37, 10249 Berlin",Hoher Bedarf an Stellplätzen für Lidl,8,False,2019-09-16T11:32:08+00:00,,report_verification,,"52.5219865058969,13.4349881910457"
547,"Mühlenstraße 76, 10243 Berlin",Autoparkplätze eliminieren um Dooringzone zu entschärfen.,12,False,2019-09-16T11:34:19+00:00,,report_verification,,"52.5026904015728,13.4462369772024"
548,"Hafenplatz 2, 10963 Berlin","Bügel könnten Radparken vor dem Park ermöglichen und gleichzeitig Falschparker vor den Blumenbeeten abhalten:

https://www.mapillary.com/app/?lat=52.50339346916667&lng=13.377245385000037&z=17&focus=photo&pKey=LjiaFPR7I6w2yZruwS798w&x=0.170360286588551",2,False,2019-09-16T11:38:16+00:00,,report_verification,,"52.5032143780933,13.3776213415897"
549,"Stresemannstraße 36, 10963 Berlin","Im Mittelbereich der Stresemannstraße sind immer Räder an den Gittern angeschlossen.

https://www.mapillary.com/app/?lat=52.50339346916667&lng=13.377245385000037&z=17&focus=photo&pKey=LjiaFPR7I6w2yZruwS798w&x=0.17036028658855107&y=0.5963293088044468&zo",5,False,2019-09-16T11:42:51+00:00,,report_verification,,"52.5008377429489,13.386952979694"
550,"Stresemannstraße 27, 10963 Berlin","Rad abschließen beim HAU1 nicht möglich.
Ein Parkplatz gegen Radabstellbügel tauschen, würde auch gleichzeitig die Sichtachse für den Überweg der Fußgänger verbessern:

https://www.mapillary.com/app/?lat=52.500287555&lng=13.387565100555548&z=18.6",5,False,2019-09-16T11:45:40+00:00,,report_verification,,"52.500035587229,13.3875140775867"
551,"Bernburger Straße 25, 10963 Berlin","Direkt vor der htwk, um Studenten das sichere Abstellen zu ermöglichen.",3,False,2019-09-16T11:49:25+00:00,,report_verification,,"52.5052327123173,13.3779567589877"
552,"Dessauer Straße 8, 10963 Berlin","Direkt vor BTK, da hier immer Räder auf dem Gehweg geparkt werden:
https://www.mapillary.com/app/?lat=52.50581749997221&lng=13.379101600000013&z=19.058198740965434&focus=photo&pKey=uDydf-6lbwdrn1GzvEgj4g&x=0.25595189182697314&y=0.46809691895770594&zoom=",6,False,2019-09-16T11:54:51+00:00,,report_verification,,"52.5059475220186,13.3791349170771"
553,"Dessauer Straße 36, 10963 Berlin","An dieser Ecke steht fast immer ein falschparker im 90°-Winkel zur Fahrbahn. Dadurch teilweise auf dem Gehweg.
Durch Bügel könnte dies unterbunden werden und gleichzeitig zwei Fahrrädern platz geboten werden.

https://www.mapillary.com/app/?lat=52.50",1,False,2019-09-16T12:00:46+00:00,,report_verification,,"52.5056071039086,13.3789859259341"
554,"Luckenwalder Straße 6, 10963 Berlin","Bahnhof Gleisdreieck benötigt unbedingt weitere Abstellanlagen. 3 PWK-Stellplätze könnten umgewidmet werden.
Wäre gut einsichtbare Stelle, die auch Diebstahl vorbeugen würde:

https://www.mapillary.com/app/?lat=52.50057580000001&lng=13.3741138999722",12,False,2019-09-16T12:06:20+00:00,,report_verification,,"52.5005306465816,13.3743639680099"
555,"Mariannenstraße 51, 10997 Berlin",Es gibt an der Ecke ein paar bügel aber die sind immer Radvoll. Für die BewohnerInnen gibt es keine Möglucjkeit das Rad auch nur mal schnell abzustellen... es gibt spätis/ einen Supermarkt/ Restaurant und Bar dort und keine freien Fahrradbügel,5,False,2019-09-16T12:36:06+00:00,,report_verification,,"52.501421401301,13.4239341692496"
556,"Skalitzer Straße 128, 10999 Berlin","Das ist direkt vor der Bio Company. Die Kunden stellen die Räder dort auf Fuß und Radweg ab. Alles ist dramatisch eng, besonders weil der Radweg schon so prekär ist. Fahrradbügel auf dem Parkstreifen wären richtig.",12,False,2019-09-16T12:39:13+00:00,,report_verification,,"52.4991701825337,13.4210228332782"
557,"Grimmstraße 26, 10967 Berlin","Viele Leute, keine Abstellmöglichkeiten",8,False,2019-09-16T13:01:23+00:00,,report_verification,,"52.4940764585321,13.4151195032175"
558,"Fidicinstraße 29, 10965 Berlin","Es gibt einen Schülerladen, Kuta und Laden und Büro gegenüber.",4,False,2019-09-16T14:50:17+00:00,,report_verification,,"52.4867918755311,13.3924789271097"
559,"Kottbusser Damm 1, 10967 Berlin","Enormer Bedarf vor dem Netto. Drei KFZ-Stellflächen, aktuell belegt von einem dauerparkenden Anhänger, stehen als Fläche bereit. Bei Bedarf Kurzzeit,- oder Kieferparkplatz gegenüber möglich.",12,False,2019-09-16T15:59:49+00:00,,report_accepted,,"52.4953875917444,13.4201347184448"
560,"Graefestraße 1, 10967 Berlin",Bügel vor dem Fuchsbau dauerhaft überlastet. Flächen stehen davor auf drei Parkplätzen zur Verfügung. Ggf. Liefer- oder Kurzzeitparkplatz gegenüber möglich.,10,False,2019-09-16T16:03:08+00:00,,report_accepted,,"52.4955325118799,13.4196396134455"
561,"Kommandantenstraße 23, 10969 Berlin",Kreuzung,4,False,2019-09-16T16:40:07+00:00,,report_verification,,"52.5076583283009,13.404478875827"
562,"Friedrichstraße 21, 10969 Berlin","tägl. ca. 20 Räder am Zaun entlang Besselpark, Platzierung Bügel idealerweise Einmündung Feuerwehrzufahrt Friedrichstrasse 23a/Besselpark anstelle Parkplätze auf der Friedrichstraße.",10,False,2019-09-16T16:42:24+00:00,,report_verification,,"52.5034081469413,13.3912071879222"
563,"Friedrichstraße 21, 10969 Berlin",Statt 6 PKW Stellplätzen direkt vor taz-Gebäude Einrichtung Lieferzone an Gehwegvorstreckung für Belieferung taz (LKW parken täglich in 2. Reihe und beliefern über Gehwegvorstreckung) + Radbügel (aktuell täglich 15-20 Räder auf Gehweg an Stahlkon,10,False,2019-09-16T16:47:39+00:00,,report_verification,,"52.503168841766,13.3911921254219"
564,"E.T.a.-Hoffmann-Promenade, 10969 Berlin","E.T.A.-Hoffmann-Promenade ist Feuerwehrzufahrt zur Galilei-Grundschule und wird täglich von 10-20 Autos zugeparkt. Entlang Gebäude der Ärztekammer (Friedrichstr. 16) wurden bereits Bügel installiert, weitere in der Promenade wären gut – Alternativ",12,False,2019-09-16T16:56:33+00:00,,report_verification,,"52.5022456118391,13.3932049291177"
565,"Frankfurter Allee 48, 10247 Berlin","Fahrräder werden bisher einfach auf dem Fußweg direkt an den Ampel abgestellt, so es keine Fahrradbügel gibt. Quasi als Park und ride weil es zu U-Bahn geht. Dies versperrt den Weg für Fußgänger.",5,True,2019-09-16T17:15:11+00:00,,report_verification,,"52.5145371821063,13.4641695753846"
566,"Matthiasstraße 7, 10249 Berlin","Bügel vor Matthiasstr Nr. 7 anstelle Parkplätze für Besucher Ärztehaus, direkt anschliessend an Gehwegabsenkung (dadurch zusätzlich Verbesserung der Sicht an Gehwegabsenkung für Grundschüler auf Schulweg zur Spartacus Grundschule). Absenkung ist h",8,False,2019-09-16T17:19:48+00:00,,report_verification,,"52.5228131753295,13.4405035534755"
567,"Frankfurter Allee 57, 10247 Berlin",Es fehlen Fahrradbügel vorm netto und den anderen Geschäften sowie beim Zugang zur ubahn Samariterstraße.,10,False,2019-09-16T17:23:00+00:00,,report_verification,,"52.5147551585994,13.4657833715754"
568,"Matthiasstraße 12, 10249 Berlin",Bisher keinerlei Abstellmöglichkeiten für Räder vor Ärztehaus vorhanden. Räder werden kreuz und quer auf schmalem Gehweg abgestellt. Nach Beendigung Baustelle (temporäre Einbahnstrasse+Halteverbot eingerichtet) bitte Bügel + Lastenradstellplätze,10,False,2019-09-16T17:27:37+00:00,,report_verification,,"52.5236347763011,13.4399072164746"
569,"Schreinerstraße 49, 10247 Berlin",Vor dem Drachenspielplatz gibt es zu wenig Fahrradbügel da viele Erwachsene und Kinder mit dem Fahrrad kommen. Die Räder werden bisher deshalb mit auf den Spielplatz genommen statt die davor anzuschließen.,10,False,2019-09-16T17:27:54+00:00,,report_verification,,"52.5171218782228,13.4666445076396"
570,"Marchlewskistraße 42, 10243 Berlin","Vor der Kirche und Netzwerkschule fehlen Fahrradbügel, Marchlewskistr 40.",5,False,2019-09-16T17:31:51+00:00,,report_verification,,"52.5135674145474,13.4445303677194"
571,"Proskauer Straße 29, 10247 Berlin","Die Fahrradständer sollten genau an der Ecke Proskauer Str. Ecke Rigaer Str. angebracht werden auf der Seite wo sich das Pakistanisch-Indische Restaurant befindet da hier immer viele Fahrräder rumstehen.
LG",5,False,2019-09-16T18:56:19+00:00,,report_verification,,"52.5171388250894,13.4610936114914"
572,"Fidicinstraße 24, 10965 Berlin","Vor dem Restaurant Z stehen zu Stoßzeiten viele Fahrräder, die an Pfosten angeschlossen werden und für Fußgänger die Straßenquerung blockieren",3,False,2019-09-16T19:27:58+00:00,,report_verification,,"52.4865910220482,13.3941336702201"
573,"Schwiebusser Straße 46, 10965 Berlin","Vor dem Restaurant Castel Montecroce werden zu Stoßzeiten viele Fahrräder auf dem Bürgersteig abgestellt, der hier eh schon sehr schmal ist",4,False,2019-09-16T19:31:41+00:00,,report_verification,,"52.485829300707,13.3942683773839"
574,"a 100, 10245 Berlin",Katastrophe,12,False,2019-09-16T19:37:21+00:00,,report_verification,,"52.5039891035523,13.4675871780142"
575,"Fidicinstraße 6, 10965 Berlin",Die Fußgängerfurt und der Bürgersteig ist häufig mit Fahrrädern blockiert.,5,False,2019-09-16T19:37:32+00:00,,report_verification,,"52.4871014774556,13.3891085299592"
576,"Fidicinstraße 44, 10965 Berlin",Die Fußgängerfurt ist oft mit Fahrrädern zugestellt.,3,False,2019-09-16T19:39:49+00:00,,report_verification,,"52.4872404237486,13.387020155136"
577,"Mehringdamm 60, 10961 Berlin",Der Radweg auf dem Mehringdamm stadtauswärts ist sehr schmal und v.a. zwischen Landwehrkanal und Kreuzbergstraße durch parkende Fahrräder zusätzlich eingeengt.,11,False,2019-09-16T19:44:43+00:00,,report_verification,,"52.4910481360404,13.3865239264105"
578,"Ebertystraße 54, 10249 Berlin","Keine Abstellmöglichkeiten vor Kinderspielplatz, Querung der Strassen kaum möglich, da keine Bordsteinabsenkung und lückenlos zugeparkt. Bitte Fahrradbügel mit Lücke für Querung und bessere Sicht (insbesondere für Kinder).",6,False,2019-09-16T20:16:33+00:00,,report_verification,,"52.5267016461175,13.4511693868785"
579,"Urbanstraße 83, 10967 Berlin","Vor Karstadt/Sparkasse stehen immer extrem viele Fahrräder und der Bürgersteig ist sehr schmal, zudem ist dort eine Bushaltestelle, die von Fahrrädern auf dem Bürgersteig blockiert wird.",10,True,2019-09-16T20:49:00+00:00,,report_verification,,"52.4880507280591,13.4243494224129"
580,"Hornstraße 8, 10963 Berlin",Vor einer Kirche sollten stets Fahrradbügel stehen! Besten Dank.,8,False,2019-09-17T07:10:36+00:00,,report_verification,,"52.4944116191156,13.3815366189325"
581,"Wartenburgstraße 6, 10963 Berlin","Hier sind neben intensiver Wohnbebauung zwei Kindergärten und ein Gemeindehaus und es gibt viel zu wenige Möglichkeiten zum Abstellen und Anschließen von Fahrrädern. Man kann die Abstellanlagen zwar auf dem Bürgersteig einrichten, aber auch Autopark",8,False,2019-09-17T07:13:31+00:00,,report_verification,,"52.4956128937184,13.3811572799126"
582,"Forster Straße 36, 10999 Berlin","An dieser Stelle befindet sich der Boule-Platz am Paul-Lincke-Ufer. Viele Personen kommen mit Rad dort hin. Deswegen wären hier Radbügel sehr sinnvoll!!

Der genaue Ort der Bügel sollte durch Ihre Expertise bestimmt werden. Wichtig ist die Nähe zum B",8,False,2019-09-17T09:36:29+00:00,,report_verification,,"52.4928545664907,13.4319967523008"
583,"Spielplatz Dreiländereck, Ratiborstr., Berlin, 10999","Am Dreiländereck direkt an der Wiese wären einige Fahrradbügel sehr hilfreich. Dort befindet sich zwar keine Straße, jedoch könnten Fahrradbügel zwischen dem Spielplatz und der ""Liegewiese"" installiert werden.",4,False,2019-09-17T09:39:12+00:00,,report_verification,,"52.4913874361085,13.4397946313045"
584,"Antiquariat Kalligramm, Berlin, 10999",Auf der gesamten Oranienstraße fehlt es an Fahrradbügeln,8,False,2019-09-17T11:33:34+00:00,,report_verification,,"52.5012308937807,13.4193199386197"
585,"Spielplatz Görlitzer Park, Wiener Str., Berlin, 10999","Auf diesem Spielplatz mit großer Rutsche und Barfußspielplatz gibt es leider gar keine Möglichkeit sein Fahrrad sicher abzustellen, wenn man nicht die ganze Zeit daneben stehen bleiben kann.",4,False,2019-09-17T12:29:14+00:00,,report_verification,,"52.4947424921127,13.4421197913466"
586,"Lausitzer Straße 9, 10999 Berlin","Die Lausitzer Str. zwischen Wiener Str. und Reichenberger Str. insgesamt benötigt sichere Fahrradbügel. Hier können Räder bisher nur an den wenigen Laternen angeschlossen werden, wodurch der ohnehin schmale Fußweg regelmäßig vollgestellt wird.",4,False,2019-09-17T12:31:56+00:00,,report_verification,,"52.4974084978351,13.4288119566927"
587,"Glogauer Straße 15, 10999 Berlin",Vor der Familienbibliothek gibt es leider gar keine Möglichkeit ein Fahrrad (vor allem mit Kindersitz) sicher abzustellen. Auch zwei Stellplätze für Lastenräder werden benötigt.,5,False,2019-09-17T12:36:26+00:00,,report_verification,,"52.4925268005501,13.4364799005692"
588,"Kottbusser Damm 85, 10967 Berlin",Für den gesamten Kottbusser Damm werden diverse Fahrradbügel benötigt. Hier zB für viele Kurzzeit-Parker an der Bankfiliale.,3,False,2019-09-17T12:40:23+00:00,,report_verification,,"52.4923368085811,13.422690878559"
589,"Ebelingstraße 13, 10249 Berlin","Kindertagespflege, Räder müssen bislang auf Gehweg abgestellt werden, da Strasse beidseitig inkl. Einmündungen und 5m-Bereichen durchgängig zugeparkt. Keine Abschliessmöglichkeiten weit und breit. Bei geschickter Platzierung (beidseitig der Strasse",3,False,2019-09-17T12:43:20+00:00,,report_verification,,"52.5239055712972,13.4517733128557"
590,"Friedenstraße 82, 10249 Berlin","Eingang Friedhof, bislang keine Abstellmöglichkeiten vorhanden, Räder stehen auf dem schmalen Gehweg oder müssen mit auf den Friedhof mitgenommen werden.",4,False,2019-09-17T12:44:51+00:00,,report_verification,,"52.5202035614255,13.4383438465964"
591,"Friedenstraße 67, 10249 Berlin","Eingang Friedhof, bisher keine Abstellmöglichkeiten für Räder - stehen auf dem schmalen Gehweg und blockieren den Platz für Rollstuhlfahrer und ältere Besucher mit Rollatoren",4,False,2019-09-17T12:46:21+00:00,,report_verification,,"52.5195285427371,13.4394415047235"
592,"Spielplatz Friedenstraße, Friedenstr., Berlin, 10249",Kinderspielplatz und Plansche – bislang müssen Räder mühsam an den Zäunen abgeschlossen werden und werden häufig mit auf den Spielplatz genommen,8,False,2019-09-17T13:21:17+00:00,,report_verification,,"52.5268381802676,13.4285465336636"
593,"Skatepark, Berlin, 10249","Großer Kinderspielplatz ohne Abstellmöglichkeiten – Räder stehen auf Spielplatz oder im Gebüsch am Zaun, häufig Lastenräder anzutreffen",8,False,2019-09-17T13:23:21+00:00,,report_verification,,"52.5278125568109,13.4313319973785"
594,"Frankfurter Allee 59, 10247 Berlin","Es gibt dort mehrere Geschäfte, aber nicht ausreichend Radbügel.",4,False,2019-09-17T14:28:39+00:00,,report_verification,,"52.5147038886869,13.4661348726592"
595,"Friedrichstraße 233, 10969 Berlin",Neuer Fußgängerüberweg ist ständig zugeparkt. Kinder werden hinter den Autos nicht gesehen. Fahrradbügel auf der Straße verhindern das Zuparken. Zudem besteht dort ein Bedarf an vielen Fahrrad-Stellplätzen,10,False,2019-09-17T15:36:22+00:00,,report_verification,,"52.5019113479328,13.3912840966511"
596,"Zozoville Gallery, Gärtnerstr. 21, Berlin, 10243","Fahrradstellplätze für Besucher von Veranstaltungen auf dem ""Yaam""-Gelände",6,False,2019-09-17T15:41:13+00:00,,report_verification,,"52.5100186567179,13.4302266951244"
597,"Möckernstraße 106, 10963 Berlin",Bitte auf beiden Straßenseiten den Bereich vor dem Fußgängerüberweg mit Fahrradbügeln versehen. Trotz Halteverbot ist dieser Bereich ständig zugeparkt. Die Überquerung ist lebensgefährlich.,12,False,2019-09-17T15:41:30+00:00,,report_verification,,"52.4956108692778,13.3797426048759"
598,"Schenkendorfstraße 4, 10965 Berlin",Keinerlei Fahrrad Abstellmöglichkeiten. Die nächste Möglichkeit ist in der Bergmannstraße. Großer Bedarf auch aufgrund des viel besuchten griechischen Restaurants gegenüber.,4,False,2019-09-17T16:24:40+00:00,,report_verification,,"52.4886163534247,13.3927277255275"
599,"Markgrafenstraße 5, 10969 Berlin","Bürgersteig oder einen Parkplatz ersetzen, gegenüber Eingang Markgrafenstrasse 5",8,False,2019-09-17T16:53:42+00:00,,report_verification,,"52.5042342561599,13.3952059686863"
600,"Matthiasstraße 7, 10249 Berlin","Mehr Radabstellbügel und auch Lastenradplätze ((Kinderarzt, Anlieferung) vor Ärztehaus. Am besten da, wo gelber Peugeot steht: verbessert Sicht an Gehwegabsenkung (Schulweg für Grundschule) und verhindert „Anschluss-Not-Parken“ (aktuell tägliche",7,False,2019-09-17T17:09:14+00:00,,report_verification,,"52.5227298164911,13.4404506147034"
601,"Hornstraße 3, 10963 Berlin","Umliegend gibt es einige Cafés und Restaurants, die wenigen Radbügel die es bisher gibt reichen oft nicht aus - und so viele Laternenmasten gibt es auch nicht...",4,False,2019-09-17T17:41:42+00:00,,report_verification,,"52.4940600042486,13.3824182845888"
602,"Scharnweberstraße 49, 10247 Berlin","liegt  vor der Schule, in der Schule reicht der Platz nicht.",8,False,2019-09-17T17:46:00+00:00,,report_verification,,"52.512494125471,13.4679266301316"
603,"Casino 36, Berlin, 10999","Ich weiß, hier gibt es schon viele Fahrradbügel – aber es sind immer noch zu wenige! Es braucht viel mehr Fahrradbügel am ganzen Kottbusser Tor, zum Beispiel vor dem Rossmann vielleicht?",12,False,2019-09-17T18:05:44+00:00,,report_verification,,"52.4996049983466,13.4179120878625"
604,"Oranienstraße 60, 10969 Berlin",Ob Aufbauhaus oder Prinzessinnengarten – hier gibt es immer viel zu wenig Platz für Räder!,6,False,2019-09-17T18:07:01+00:00,,report_verification,,"52.5040159297593,13.4104271069472"
605,"Pücklerstraße 19, 10997 Berlin","Auf der Eisenbahnstraßen-Seite der Markthalle gibt es viele Ständer und sie reichen schon unter der Woche kaum aus, geschweige denn an Markttagen – und auf der anderen Seite wird es ganz finster, wo es nur wenige Bügel gibt.",12,False,2019-09-17T18:11:09+00:00,,report_verification,,"52.5023796457097,13.430800915835"
606,"Packstation 207, Rüdersdorfer Str. 65, Berlin, 10243","Das Berghain ist eben eine große Kulturinstitution mittlerweile, viele Gäste kommen mit dem Fahrrad an, es gibt aber kaum Stellplätze. Daneben gibt es auch noch den Wilden Hasen, den Aldi und ein paar Meter weiter die Polizei – mehr Fahrradstellplä",7,False,2019-09-17T18:14:44+00:00,,report_verification,,"52.5109324784496,13.444466319645"
607,"Frankfurter Allee 1, 10247 Berlin","hochfrequentierte Post, aber keine Fahrradstellplätze – während es auf der anderen Seite des Frankfurter Tors fast ein Überangebot gibt. Mehr auch hier, direkt bei der Post, wo viele eben auch mit schweren Pakete ankommen!",6,False,2019-09-17T18:16:48+00:00,,report_verification,,"52.5162061567481,13.4552312146942"
608,"Alte Jakobstraße 20, 10969 Berlin",Tolle Initiative!,8,False,2019-09-17T18:32:35+00:00,,report_verification,,"52.5062528784674,13.4016455186438"
609,"Dudenstraße 15, 10965 Berlin",Bibliothek Dudenstraße,4,False,2019-09-17T18:34:02+00:00,,report_verification,,"52.4849182628934,13.3830347654373"
610,"Gubener Straße 42, 10243 Berlin",,10,False,2019-09-17T18:34:05+00:00,,report_verification,,"52.5112978728887,13.4489072106136"
611,"Weichselstraße 25, 10247 Berlin",Wir haben ein Hostel im Haus und diverse Räder vor der Tür. Aktuell werden sie an die Ranggitter und Laternen angeschlossen. Also mehr Bügel wären super.,4,False,2019-09-17T18:45:46+00:00,,report_verification,,"52.5103860215565,13.4681234177748"
612,"Gärtnerstraße 14, 10245 Berlin","Die Fahrradbügel auf der Nordseite des Boxis sind nicht ausreichend, besonders an Markttagen. Darum wäre es sinnvoll, auch auf der Ostseite mehr Bügel anzubringen. Danke!",6,False,2019-09-17T18:53:59+00:00,,report_verification,,"52.5108615840587,13.4608323182262"
613,"Osttunnel, 10243 Berlin",Bisherige Bügel sind nicht ausreichend.,8,True,2019-09-17T18:56:02+00:00,,report_verification,,"52.5105428868793,13.4363799632539"
614,"Fontanepromenade 15, 10967 Berlin",Große Kita mit vielen Kindern und Eltern. Bis auf den Zaun auf dem Fußgängerweg kaum Absperrmöglichkeiten.,5,False,2019-09-17T18:57:40+00:00,,report_verification,,"52.4918311315762,13.4079538605838"
615,"Willibald-Alexis-Straße 25, 10965 Berlin",Um den Park bestehen kaum Abstellmöglichkeiten,6,False,2019-09-17T19:00:58+00:00,,report_verification,,"52.4876931288123,13.3907075332403"
616,"a 100, 10245 Berlin",dringend die situation ist für anwohner durch pendelerräder echt angespannt,12,False,2019-09-17T19:03:13+00:00,,report_verification,,"52.5040358787085,13.4681975755736"
617,"Prinzenstraße 113, 10969 Berlin",Viele Pendler und Badende brauchen hier mehr Bügel!,12,False,2019-09-17T19:08:28+00:00,,report_verification,,"52.4979453958309,13.4061631541337"
618,"Weichselstraße 7, 10247 Berlin","Weichsel-/Ecke Scharnweberstr. stehen fast durchgängig an jedem verfügbaren Laternen-, Schutz- oder Verkehrsschildmast Räder, manchmal auch so, dass Fußgänger_innen beim Überqueren der Weichselstraße an der eh schon gefährlichen Ecke behindert we",5,False,2019-09-17T19:08:43+00:00,,report_verification,,"52.5125176807044,13.4700227260936"
619,"Neue Bahnhofstraße 36, 10245 Berlin","Hier befinden sich zwar Bügel, aber viel zu wenig für die Menge an Menschen, die am Ostkreuz umsteigen.",10,True,2019-09-17T19:12:38+00:00,,report_verification,,"52.5045326084127,13.468644771242"
620,"Dieffenbachstraße 29, 10967 Berlin",Im Großteil der Dieffenbachstr fehlen entsprechende Vorrichtungen,1,False,2019-09-17T19:13:52+00:00,,report_verification,,"52.4918544,13.4178324"
621,"Gleis 7/8, Bahnhof Ostkreuz, Berlin, 10245",Bahnhof Ostkreuz,12,False,2019-09-17T19:15:32+00:00,,report_verification,,"52.5037260270403,13.4686580303935"
622,"Kottbusser Damm 78, 10967 Berlin",Vor dem Edeka bräuchte es mehr Bügel,1,False,2019-09-17T19:16:10+00:00,,report_verification,,"52.4910661091101,13.4232682317959"
623,"Kreuzbergstraße 8, 10965 Berlin",In der Kreuzbergstr im allgemeinen fehlen Bügel,8,False,2019-09-17T19:18:47+00:00,,report_verification,,"52.4900620680979,13.3843001706246"
624,"Revaler Straße 99, 10245 Berlin",An der Ampel zum Übergang zur Tram. Platz am Fahrbahnrand vorhanden links von der Fußgängerampel. Hier stapeln sich bereits Fahrräder an Masten,5,False,2019-09-17T19:25:40+00:00,,report_verification,,"52.5081211125036,13.4516382891907"
625,"Muskauer Straße 8, 10997 Berlin","Wohnstrasse mit Kita gegenüber. Die Fahrrad stehen jetzt auf dem Gehweg und an Bäume gelehnt, weil es keine Abstellmöglichkeit gibt.",4,False,2019-09-17T19:33:15+00:00,,report_verification,,"52.5011610950953,13.4323611087173"
626,"Adalbertstraße 21, 10997 Berlin",Viele Cafes und Ärzte. Da schmaller Gehweg und komplett zugeparkte  Straße wirklich überhaupt kein Platz um Fahrräder abzustellen.,6,False,2019-09-17T19:35:39+00:00,,report_verification,,"52.5027519612201,13.4204647316445"
627,"Warschauer Platz 14, 10245 Berlin","Hallo liebe Verwaltung, 
die jetzigen Bügel reichen leider vorne und hinten nicht aus, sodass die Fahrräder oft am Zaun auf dem Gehweg stehen müssen und nicht sicher angeschlossen werden können. 
Bitte bitte mehr Fahrradbügel dort installieren!",12,False,2019-09-17T19:36:51+00:00,,report_verification,,"52.5051722027394,13.4496165915936"
628,"Boxhagener Straße 51, 10245 Berlin",In dem Gebiet gibt es einen Denns-Supermarkt und einen Penny. Für die Einkäufer dort fehlen Fahrradständer.,5,False,2019-09-17T19:38:44+00:00,,report_verification,,"52.5080270167831,13.4666811864158"
629,"Netto Marken-Discount, Bergmannstr. 5, Berlin, 10961","Trotz zahlreicher Bügel in der Umgebung sind es direkt vor dem Einkaufszentrum/Ärztehaus immer zu wenig, hunderte Räder stehen frei auf dem Bürgersteig und fallen dann im Dominoeffekt um.",12,False,2019-09-17T19:42:00+00:00,,report_verification,,"52.4897496212567,13.3888688051724"
630,"Frankfurter Allee 60, 10247 Berlin",Es gibt dort mehrere Geschäfte und ein Fitness Center und kaum Abstellmöglichkeiten für Räder.,7,False,2019-09-17T19:42:30+00:00,,report_verification,,"52.5142863417007,13.4657901475222"
631,"Sonntagstraße 37, 10245 Berlin",Zur Weiterfahrt mittels sbahn vom Ostkreuz,10,False,2019-09-17T19:44:29+00:00,,report_verification,,"52.5038723587344,13.4686302502944"
632,"Planufer 96, 10967 Berlin","Einkaufsort, Fitnessstudio, Bars etc...da fehlen eindeutig Fahrradbügel und es sind viele veraltete Bügel mit verrosteten Fahrrädern vor Ort",6,False,2019-09-17T19:48:21+00:00,,report_verification,,"52.4956681768966,13.4195251894446"
633,"Eisenbahnstraße 1, 10997 Berlin",An beiden Seiten zur Markthalle Neun braucht es mehr Fahrradbügel und weniger Autoparkplätze,12,False,2019-09-17T19:49:28+00:00,,report_verification,,"52.501858935049,13.4321573012753"
634,"Muskauer Straße 12, 10997 Berlin","Nähe zur Markthalle 9. Fahrrad Stellplätze so gut wie immer belegt, es werden einfach mehr benötigt.",12,True,2019-09-17T19:54:46+00:00,,report_verification,,"52.5018191859016,13.4307538100677"
635,"Milja & Schäfa, Sonntagstr. 1, Berlin, 10245",Bahnhof Ostkreuz benötigt mehr Abstellmöglichkeiten für Fahrräder. Vielen Dank!,12,False,2019-09-17T20:03:11+00:00,,report_verification,,"52.5043434346159,13.4682748094267"
636,"Rotherstraße 19, 10245 Berlin","Bürogebäude, wo praktisch nur an einigen wenigen Gittern vor dem Gebäude Fahrräder abgeschlossen werden können. Hof/Tiefgarage könnten ggf. umgenutzt werden, scheitert aber am Unwillen des Vermieters.",12,False,2019-09-17T20:24:03+00:00,,report_verification,,"52.503914477285,13.4518768845237"
637,"Heimstraße 6, 10965 Berlin","Ecke Arndtstr / Heimstr. Laternen mit Rädern immer belegt, sonst keine weitere Möglichkeit, aber Bedarf!",3,True,2019-09-17T20:24:17+00:00,,report_verification,,"52.4877269035201,13.3967814493381"
638,"Südstern, 10961 Berlin","Hier gibt es zwar schon Fahrradständer, diese reichen aber nicht aus. Gerade von Pendlern werden mehr Bügel benötigt",12,False,2019-09-17T20:27:34+00:00,,report_verification,,"52.4894741761793,13.4066659724394"
